#Organism Name	Organism Groups	Strain	BioSample	BioProject	Size(Mb)	GC%	Replicons	CDS	Neighbors	Release Date	Assembly	Genes	Modify Date	tRNA
Acetobacter pasteurianus NBRC 101655	Bacteria;Proteobacteria;Alphaproteobacteria	NBRC 101655	SAMD00010881	PRJDA65545	0.187193	52.0228	plasmid1:NZ_AP014882.1/AP014882.1	165	0	2016-02-27T00:00:00Z	GCA_000241585.3	196	2017-04-10T00:00:00Z	0
Acetobacter pasteurianus NBRC 101655	Bacteria;Proteobacteria;Alphaproteobacteria	NBRC 101655	SAMD00010881	PRJDA65545	0.006331	52.8826	plasmid2:NZ_AP014883.1/AP014883.1	6	0	2016-02-27T00:00:00Z	GCA_000241585.3	10	2017-04-10T00:00:00Z	0
Acetobacter pasteurianus NBRC 101655	Bacteria;Proteobacteria;Alphaproteobacteria	NBRC 101655	SAMD00010881	PRJDA65545	0.002799	58.1994	plasmid3:NZ_AP014884.1/AP014884.1	4	0	2016-02-27T00:00:00Z	GCA_000241585.3	4	2017-04-10T00:00:00Z	0
Acetobacter pasteurianus NBRC 101655	Bacteria;Proteobacteria;Alphaproteobacteria	NBRC 101655	SAMD00010881	PRJDA65545	0.002278	55.7068	plasmid4:NZ_AP014885.1/AP014885.1	2	0	2016-02-27T00:00:00Z	GCA_000241585.3	2	2017-04-10T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101342	SAMN07125916	PRJNA386747	0.022563	53.7473	pAP1342-1:NZ_CP021510.1/CP021510.1	23	0	2017-06-08T00:00:00Z	GCA_002173735.1	32	2017-06-08T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101342	SAMN07125916	PRJNA386747	0.190983	53.1053	pAP1342-2:NZ_CP021511.1/CP021511.1	162	0	2017-06-08T00:00:00Z	GCA_002173735.1	196	2017-06-08T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101342	SAMN07125916	PRJNA386747	0.256755	52.2611	pAP1342-3:NZ_CP021512.1/CP021512.1	236	0	2017-06-08T00:00:00Z	GCA_002173735.1	265	2017-06-08T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101342	SAMN07125916	PRJNA386747	0.019899	57.42	pAP1342-4:NZ_CP021513.1/CP021513.1	21	0	2017-06-08T00:00:00Z	GCA_002173735.1	23	2017-06-08T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101342	SAMN07125916	PRJNA386747	0.043021	38.2139	pAP1342-5:NZ_CP021514.1/CP021514.1	49	0	2017-06-08T00:00:00Z	GCA_002173735.1	49	2017-06-08T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101468	SAMN07211335	PRJNA389952	0.177959	53.5314	pAP1468-1:NZ_CP021923.1/CP021923.1	130	0	2017-06-22T00:00:00Z	GCA_002202135.1	166	2017-06-22T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101468	SAMN07211335	PRJNA389952	0.184348	53.0974	pAP1468-2:NZ_CP021924.1/CP021924.1	150	0	2017-06-22T00:00:00Z	GCA_002202135.1	184	2017-06-22T00:00:00Z	0
Acetobacter pasteurianus subsp. pasteurianus	Bacteria;Proteobacteria;Alphaproteobacteria	SRCM101468	SAMN07211335	PRJNA389952	0.0499	53.8737	pAP1468-3:NZ_CP021925.1/CP021925.1	52	0	2017-06-22T00:00:00Z	GCA_002202135.1	60	2017-06-22T00:00:00Z	0
Acetobacter persici	Bacteria;Proteobacteria;Alphaproteobacteria	TMW2.1084	SAMN04396916	PRJNA311264	0.526169	52.7559	pAC1084_1:NZ_CP014688.1/CP014688.1	513	0	2017-02-27T00:00:00Z	GCA_002006565.1	532	2017-10-22T00:00:00Z	9
Acetobacter pomorum	Bacteria;Proteobacteria;Alphaproteobacteria	BDGP5	SAMN07682859	PRJNA397225	0.131455	51.6565	pApBDGP5A:NZ_CP023658.1/CP023658.1	123	0	2017-10-07T00:00:00Z	GCA_002456135.1	145	2017-10-07T00:00:00Z	0
Acetobacter pomorum	Bacteria;Proteobacteria;Alphaproteobacteria	BDGP5	SAMN07682859	PRJNA397225	0.00916	53.6135	pApBDGP5B:NZ_CP023659.1/CP023659.1	11	0	2017-10-07T00:00:00Z	GCA_002456135.1	14	2017-10-07T00:00:00Z	0
Acetobacter pomorum	Bacteria;Proteobacteria;Alphaproteobacteria	BDGP5	SAMN07682859	PRJNA397225	0.019216	53.7521	pApBDGP5C:NZ_CP023660.1/CP023660.1	19	0	2017-10-07T00:00:00Z	GCA_002456135.1	26	2017-10-07T00:00:00Z	0
Acetobacter pomorum	Bacteria;Proteobacteria;Alphaproteobacteria	SH	SAMN07498095	PRJNA397945	0.166956	51.4106	pSH1:NZ_CP023190.1/CP023190.1	166	0	2018-08-16T00:00:00Z	GCA_003391275.1	200	2018-08-16T00:00:00Z	0
Acetobacter pomorum	Bacteria;Proteobacteria;Alphaproteobacteria	SH	SAMN07498095	PRJNA397945	0.016749	52.6419	pSH2:NZ_CP023191.1/CP023191.1	19	0	2018-08-16T00:00:00Z	GCA_003391275.1	21	2018-08-16T00:00:00Z	0
Acetobacter senegalensis	Bacteria;Proteobacteria;Alphaproteobacteria	108B	SAMEA2738517	PRJEB7128	0.080028	0	1P:NZ_LN606601.1/LN606601.1	91	0	2016-01-03T00:00:00Z	GCA_001499615.1	98	2017-10-22T00:00:00Z	0
Acetobacter sp. JWB	Bacteria;Proteobacteria;Alphaproteobacteria	JWB	SAMN09531910	PRJNA480182	0.137977	52.1507	unnamed1:NZ_CP030872.1/CP030872.1	122	0	2018-07-18T00:00:00Z	GCA_003323795.1	149	2018-07-18T00:00:00Z	0
Acetobacter sp. JWB	Bacteria;Proteobacteria;Alphaproteobacteria	JWB	SAMN09531910	PRJNA480182	0.01791	53.7856	unnamed2:NZ_CP030873.1/CP030873.1	20	0	2018-07-18T00:00:00Z	GCA_003323795.1	24	2018-07-18T00:00:00Z	0
Acetobacter tropicalis	Bacteria;Proteobacteria;Alphaproteobacteria	BDGP1	SAMN07452474	PRJNA397225	0.151013	52.1968	pAtBDGP1A:NZ_CP022700.1/CP022700.1	144	0	2017-10-17T00:00:00Z	GCA_002549835.1	156	2017-10-17T00:00:00Z	0
Achromobacter denitrificans	Bacteria;Proteobacteria;Betaproteobacteria			PRJNA187750	0.076958	62.026	pEST4011:NC_005793.2/AY540995.2	60	0	2004-03-11T00:00:00Z		61	2014-12-18T00:00:00Z	0
Achromobacter denitrificans	Bacteria;Proteobacteria;Betaproteobacteria			PRJNA187750	0.028466	62.2532	pAX22:NC_022242.1/HF679279.1	33	0	2013-08-27T00:00:00Z		33	2014-12-18T00:00:00Z	0
Achromobacter insolitus	Bacteria;Proteobacteria;Betaproteobacteria	FDAARGOS_88	SAMN02934544	PRJNA231221	0.369152	61.7391	unnamed1:NZ_CP026974.1/CP026974.1	357	0	2018-02-14T00:00:00Z	GCA_000783435.2	376	2018-02-27T00:00:00Z	0
Achromobacter xylosoxidans A8	Bacteria;Proteobacteria;Betaproteobacteria			PRJNA187903	0.098192	62.1772	pA81:NC_006830.1/AJ515144.2	100	0	2002-12-04T00:00:00Z		103	2014-12-17T00:00:00Z	0
Achromobacter xylosoxidans	Bacteria;Proteobacteria;Betaproteobacteria	FDAARGOS_147	SAMN03996290	PRJNA231221	0.02197	65.0797	unnamed:NZ_CP014059.2/CP014059.2	26	0	2016-02-12T00:00:00Z	GCA_001558755.2	29	2018-02-15T00:00:00Z	0
Achromobacter xylosoxidans	Bacteria;Proteobacteria;Betaproteobacteria	FDAARGOS_162	SAMN03996305	PRJNA231221	0.018415	64.1922	unnamed:NZ_CP014066.1/CP014066.2	25	0	2018-02-15T00:00:00Z	GCA_001558915.2	27	2018-02-15T00:00:00Z	0
Achromobacter xylosoxidans	Bacteria;Proteobacteria;Betaproteobacteria	SOLR10	SAMN07274546	PRJNA391768	0.22083	61.5496	pSOLR10A:NZ_CP025775.1/CP025775.1	208	0	2018-07-13T00:00:00Z	GCA_003293615.1	223	2018-07-13T00:00:00Z	0
Achromobacter xylosoxidans A8	Bacteria;Proteobacteria;Betaproteobacteria	A8	SAMN02603404	PRJNA48393	0.098156	62.1684	pA81:NC_014641.1/CP002288.1	100	0	2010-11-04T00:00:00Z	GCA_000165835.1	108	2017-05-18T00:00:00Z	0
Achromobacter xylosoxidans A8	Bacteria;Proteobacteria;Betaproteobacteria	A8	SAMN02603404	PRJNA48393	0.247895	61.3082	pA82:NC_014642.1/CP002289.1	247	0	2010-11-04T00:00:00Z	GCA_000165835.1	249	2017-05-18T00:00:00Z	0
Acidianus ambivalens	Archaea;TACK group;Crenarchaeota			PRJNA187712	0.007598	37.9705	pDL10:NC_005562.1/AJ225333.1	10	0	1998-04-15T00:00:00Z		20	2014-12-18T00:00:00Z	0
Acidianus hospitalis W1	Archaea;TACK group;Crenarchaeota			PRJNA187846	0.028649	35.921	pAH1:NC_011299.1/EU881703.1	39	0	2008-09-30T00:00:00Z		39	2014-12-17T00:00:00Z	0
Acidihalobacter prosperus	Bacteria;Proteobacteria;Gammaproteobacteria	V6	SAMN05853496	PRJNA344938	0.162484	57.3146	pAPV6:NZ_CP017449.1/CP017449.1	163	0	2016-10-07T00:00:00Z	GCA_001753165.1	166	2017-04-13T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.203589	62.3334	pACRY01:NC_009467.1/CP000689.1	169	0	2007-05-23T00:00:00Z	GCA_000016725.1	206	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.187422	61.9196	pACRY02:NC_009468.1/CP000690.1	171	0	2007-05-23T00:00:00Z	GCA_000016725.1	194	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.088953	62.1283	pACRY03:NC_009469.1/CP000691.1	84	0	2007-05-23T00:00:00Z	GCA_000016725.1	87	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.037415	59.6205	pACRY04:NC_009470.1/CP000692.1	37	0	2007-05-23T00:00:00Z	GCA_000016725.1	38	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.037155	60.8532	pACRY05:NC_009471.1/CP000693.1	29	0	2007-05-23T00:00:00Z	GCA_000016725.1	33	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.008781	60.9953	pACRY06:NC_009472.1/CP000694.1	11	0	2007-05-23T00:00:00Z	GCA_000016725.1	11	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.005629	57.5058	pACRY07:NC_009473.1/CP000695.1	8	0	2007-05-23T00:00:00Z	GCA_000016725.1	8	2017-04-06T00:00:00Z	0
Acidiphilium cryptum JF-5	Bacteria;Proteobacteria;Alphaproteobacteria	JF-5	SAMN02598339	PRJNA15753	0.004909	58.6881	pACRY08:NC_009474.1/CP000696.1	6	0	2007-05-23T00:00:00Z	GCA_000016725.1	7	2017-04-06T00:00:00Z	0
Acidiphilium multivorum	Bacteria;Proteobacteria;Alphaproteobacteria			PRJNA187855	0.005161	57.547	pAM5:NC_008691.1/DQ499634.2	5	0	2006-12-18T00:00:00Z		5	2014-12-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.271573	62.94	pACMV1:NC_015178.1/AP012036.1	264	0	2011-03-02T00:00:00Z	GCA_000202835.1	288	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.054248	61.2078	pACMV3:NC_015179.1/AP012038.1	50	0	2011-03-02T00:00:00Z	GCA_000202835.1	59	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.014328	58.9475	pACMV5:NC_015180.1/AP012040.1	17	0	2011-03-03T00:00:00Z	GCA_000202835.1	18	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.012125	59.5794	pACMV6:NC_015181.1/AP012041.1	14	0	2011-03-03T00:00:00Z	GCA_000202835.1	14	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.001729	60.9023	pACMV8:NC_015182.1/AP012043.1	2	0	2011-03-03T00:00:00Z	GCA_000202835.1	2	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.065564	61.9212	pACMV2:NC_015187.1/AP012037.1	66	0	2011-03-03T00:00:00Z	GCA_000202835.1	69	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.040588	60.0473	pACMV4:NC_015188.1/AP012039.1	40	0	2011-03-03T00:00:00Z	GCA_000202835.1	43	2017-05-18T00:00:00Z	0
Acidiphilium multivorum AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	AIU301	SAMD00060977	PRJDA60101	0.005178	57.5898	pACMV7:NC_015189.1/AP012042.1	7	0	2011-03-03T00:00:00Z	GCA_000202835.1	8	2017-05-18T00:00:00Z	0
Acidipropionibacterium acidipropionici	Bacteria;Terrabacteria group;Actinobacteria	ATCC 55737	SAMN04455717	PRJNA310791	0.002365	67.7801	unnamed:NZ_CP014353.1/CP014353.1	2	0	2016-03-31T00:00:00Z	GCA_001602115.1	2	2017-10-23T00:00:00Z	0
Acidipropionibacterium acidipropionici	Bacteria;Terrabacteria group;Actinobacteria			PRJNA187674	0.006868	65.3465	pRGO1:NC_002611.1/AB007909.1	6	0	2000-11-15T00:00:00Z		6	2014-12-17T00:00:00Z	0
Acidipropionibacterium jensenii	Bacteria;Terrabacteria group;Actinobacteria			PRJNA178839	0.006868	65.3465	pLME106:NC_005705.1/AJ250233.1	10	0	2004-02-27T00:00:00Z		10	2014-12-17T00:00:00Z	0
Acidipropionibacterium jensenii	Bacteria;Terrabacteria group;Actinobacteria			PRJNA178839	0.006868	65.3174	pZGX01:NC_019340.1/JQ728013.1	11	0	2012-11-04T00:00:00Z		11	2015-09-08T00:00:00Z	0
Acidisphaera sp. G45-3	Bacteria;Proteobacteria;Alphaproteobacteria	G45-3	SAMN09005679	PRJNA454169	0.068344	62.5176	unnamed1:NZ_CP029177.1/CP029177.1	59	0	2018-08-03T00:00:00Z	GCA_003352165.1	68	2018-08-03T00:00:00Z	0
Acidisphaera sp. G45-3	Bacteria;Proteobacteria;Alphaproteobacteria	G45-3	SAMN09005679	PRJNA454169	0.045771	60.9622	unnamed2:NZ_CP029178.1/CP029178.1	51	0	2018-08-03T00:00:00Z	GCA_003352165.1	52	2018-08-03T00:00:00Z	0
Acidisphaera sp. G45-3	Bacteria;Proteobacteria;Alphaproteobacteria	G45-3	SAMN09005679	PRJNA454169	0.01609	63.4866	unnamed3:NZ_CP029179.1/CP029179.1	11	0	2018-08-03T00:00:00Z	GCA_003352165.1	14	2018-08-03T00:00:00Z	0
Acidithiobacillus caldus	Bacteria;Proteobacteria;Acidithiobacillia			PRJNA187757	0.014155	55.733	pTC-F14:NC_004734.1/AF325537.2	16	0	2003-04-21T00:00:00Z		16	2014-12-17T00:00:00Z	0
Acidithiobacillus caldus	Bacteria;Proteobacteria;Acidithiobacillia			PRJNA187757	0.065158	57.1242	pTcM1:NC_010600.1/EU421841.2	45	0	2008-05-07T00:00:00Z		45	2014-12-17T00:00:00Z	0
Acidithiobacillus caldus	Bacteria;Proteobacteria;Acidithiobacillia	MTH-04	SAMN04849265	PRJNA318365	0.190798	57.6557	p1:NZ_CP026329.1/CP026329.1	158	0	2018-01-25T00:00:00Z	GCA_001650235.2	230	2018-02-01T00:00:00Z	0
Acidithiobacillus caldus	Bacteria;Proteobacteria;Acidithiobacillia	MTH-04	SAMN04849265	PRJNA318365	0.032842	57.4843	p2:NZ_CP026330.1/CP026330.1	27	0	2018-01-25T00:00:00Z	GCA_001650235.2	64	2018-02-01T00:00:00Z	0
Acidithiobacillus caldus ATCC 51756	Bacteria;Proteobacteria;Acidithiobacillia	ATCC 51756	SAMN02469802	PRJNA36585	0.171972	57.3646	megaplasmid mpAca1.1:NZ_CP005987.1/CP005987.1	166	0	2015-01-21T00:00:00Z	GCA_000175575.2	184	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus ATCC 51756	Bacteria;Proteobacteria;Acidithiobacillia	ATCC 51756	SAMN02469802	PRJNA36585	0.027536	59.3659	pACA1.1:NZ_CP005988.1/CP005988.1	27	0	2015-01-21T00:00:00Z	GCA_000175575.2	30	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus ATCC 51756	Bacteria;Proteobacteria;Acidithiobacillia	ATCC 51756	SAMN02469802	PRJNA36585	0.00982	50.3055	pACA1.2:NZ_CP005989.1/CP005989.1	8	0	2015-01-21T00:00:00Z	GCA_000175575.2	8	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus SM-1	Bacteria;Proteobacteria;Acidithiobacillia	SM-1	SAMN02603220	PRJNA63223	0.251782	57.2042	megaplasmid:NC_015851.1/CP002574.1	243	0	2011-07-21T00:00:00Z	GCA_000221025.1	262	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus SM-1	Bacteria;Proteobacteria;Acidithiobacillia	SM-1	SAMN02603220	PRJNA63223	0.009778	59.8384	pLAtc1:NC_015852.1/CP002575.1	12	0	2011-07-21T00:00:00Z	GCA_000221025.1	12	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus SM-1	Bacteria;Proteobacteria;Acidithiobacillia	SM-1	SAMN02603220	PRJNA63223	0.01411	57.7108	pLAtc2:NC_015853.1/CP002576.1	15	0	2011-07-21T00:00:00Z	GCA_000221025.1	15	2017-04-10T00:00:00Z	0
Acidithiobacillus caldus SM-1	Bacteria;Proteobacteria;Acidithiobacillia	SM-1	SAMN02603220	PRJNA63223	0.029704	58.8305	pLAtc3:NC_015854.1/CP002577.1	32	0	2011-07-21T00:00:00Z	GCA_000221025.1	33	2017-04-10T00:00:00Z	0
Acidithiobacillus ferrivorans	Bacteria;Proteobacteria;Acidithiobacillia	PRJEB5721	SAMEA100981168	PRJEB5721	0.046453	57.3031	AFERRIp:NZ_LT841306.1/LT841306.1	49	0	2017-04-22T00:00:00Z	GCA_900174455.1	56	2017-05-01T00:00:00Z	0
Acidithiobacillus ferrivorans	Bacteria;Proteobacteria;Acidithiobacillia	PQ33	SAMN04613415	PRJNA317458	0.010218	60.3053	pAfPQ33_1:NZ_CP021414.1/CP021414.1	10	0	2017-06-02T00:00:00Z	GCA_001857665.2	11	2017-06-02T00:00:00Z	0
Acidithiobacillus ferrivorans	Bacteria;Proteobacteria;Acidithiobacillia	PQ33	SAMN04613415	PRJNA317458	0.012094	56.9539	pAfPQ33_2:NZ_CP021415.1/CP021415.1	11	0	2017-06-02T00:00:00Z	GCA_001857665.2	15	2017-06-02T00:00:00Z	0
Acidithiobacillus ferrooxidans	Bacteria;Proteobacteria;Acidithiobacillia			PRJNA187911	0.004104	62.2076	pTF4.1:NC_001520.1/X96982.1	2	0	1996-04-09T00:00:00Z		2	2014-12-17T00:00:00Z	0
Acidithiobacillus ferridurans	Bacteria;Proteobacteria;Acidithiobacillia			PRJNA187911	0.019792	56.1287	pTF5:NC_005023.1/U73041.1	13	0	2003-07-08T00:00:00Z		15	2016-03-30T00:00:00Z	0
Acidobacteriaceae bacterium SBC82	Bacteria;Acidobacteria;Acidobacteriia	SBC82	SAMN09460743	PRJNA476855	0.06245	55.4716	pACPOL1:NZ_CP030841.1/CP030841.1	47	0	2018-07-23T00:00:00Z	GCA_003330725.1	52	2018-07-23T00:00:00Z	0
Acidobacteriaceae bacterium SBC82	Bacteria;Acidobacteria;Acidobacteriia	SBC82	SAMN09460743	PRJNA476855	0.108812	54.7191	pACPOL2:NZ_CP030842.1/CP030842.1	103	0	2018-07-23T00:00:00Z	GCA_003330725.1	115	2018-07-23T00:00:00Z	0
Acidobacteriaceae bacterium SBC82	Bacteria;Acidobacteria;Acidobacteriia	SBC82	SAMN09460743	PRJNA476855	0.196405	55.4044	pACPOL4:NZ_CP030843.1/CP030843.1	189	0	2018-07-23T00:00:00Z	GCA_003330725.1	213	2018-07-23T00:00:00Z	0
Acidobacteriaceae bacterium SBC82	Bacteria;Acidobacteria;Acidobacteriia	SBC82	SAMN09460743	PRJNA476855	0.121048	55.4392	pACPOL3:NZ_CP030844.1/CP030844.1	123	0	2018-07-23T00:00:00Z	GCA_003330725.1	130	2018-07-23T00:00:00Z	0
Acidovorax avenae subsp. avenae	Bacteria;Proteobacteria;Betaproteobacteria			PRJNA262114	0.059534	64.4993	pAAA83:NC_024998.1/AB852526.1	64	0	2014-09-26T00:00:00Z		64	2014-12-18T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P4	SAMN03755634	PRJNA285679	0.26915	58.373	pACP4.1:NZ_CP021367.1/CP021367.1	255	0	2017-05-26T00:00:00Z	GCA_002157125.1	263	2017-05-26T00:00:00Z	2
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P4	SAMN03755634	PRJNA285679	0.163888	64.1115	pACP4.2:NZ_CP021368.1/CP021368.1	130	0	2017-05-26T00:00:00Z	GCA_002157125.1	147	2017-05-26T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P4	SAMN03755634	PRJNA285679	0.114839	57.4901	pACP4.3:NZ_CP021369.1/CP021369.1	110	0	2017-05-26T00:00:00Z	GCA_002157125.1	112	2017-05-26T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P4	SAMN03755634	PRJNA285679	0.079638	61.9729	pACP4.4:NZ_CP021370.1/CP021370.1	92	0	2017-05-26T00:00:00Z	GCA_002157125.1	96	2017-05-26T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	NA2	SAMN03755631	PRJNA285679	0.071051	61.2546	pACNA2.1:NZ_CP021360.1/CP021360.1	63	0	2017-05-26T00:00:00Z	GCA_002157165.1	66	2017-05-26T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P3	SAMN03755633	PRJNA285679	0.258084	58.3674	pACP3.1:NZ_CP021363.1/CP021363.1	245	0	2017-08-05T00:00:00Z	GCA_002157185.1	253	2017-08-05T00:00:00Z	2
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P3	SAMN03755633	PRJNA285679	0.156922	63.8158	pACP3.2:NZ_CP021364.1/CP021364.1	125	0	2017-08-05T00:00:00Z	GCA_002157185.1	143	2017-08-05T00:00:00Z	0
Acidovorax carolinensis	Bacteria;Proteobacteria;Betaproteobacteria	P3	SAMN03755633	PRJNA285679	0.072779	61.8022	pACP3.3:NZ_CP021365.1/CP021365.1	86	0	2017-08-05T00:00:00Z	GCA_002157185.1	88	2017-08-05T00:00:00Z	0
Acidovorax sp. JS42	Bacteria;Proteobacteria;Betaproteobacteria	JS42	SAMN02598333	PRJNA15685	0.072689	62.2061	pAOVO01:NC_008765.1/CP000540.1	87	0	2007-01-10T00:00:00Z	GCA_000015545.1	91	2017-05-18T00:00:00Z	0
Acidovorax sp. JS42	Bacteria;Proteobacteria;Betaproteobacteria	JS42	SAMN02598333	PRJNA15685	0.063609	64.5836	pAOVO02:NC_008766.1/CP000541.1	65	0	2007-01-10T00:00:00Z	GCA_000015545.1	73	2017-05-18T00:00:00Z	0
Acidovorax sp. T1	Bacteria;Proteobacteria;Betaproteobacteria	T1	SAMN07174971	PRJNA388301	0.183061	61.1862	p1-T1:NZ_CP021649.1/CP021649.1	152	0	2017-06-10T00:00:00Z	GCA_002176815.1	166	2017-06-10T00:00:00Z	0
Acidovorax sp. T1	Bacteria;Proteobacteria;Betaproteobacteria	T1	SAMN07174971	PRJNA388301	0.079174	65.7817	p2-T1:NZ_CP021650.1/CP021650.1	81	0	2017-06-10T00:00:00Z	GCA_002176815.1	88	2017-06-10T00:00:00Z	0
Acidovorax sp. T1	Bacteria;Proteobacteria;Betaproteobacteria	T1	SAMN07174971	PRJNA388301	0.056357	63.0942	p3-T1:NZ_CP021651.1/CP021651.1	59	0	2017-06-10T00:00:00Z	GCA_002176815.1	67	2017-06-10T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	6200	SAMN03263969	PRJNA270223	0.114848	41.6934	p6200-114.848kb:NZ_CP010398.1/CP010398.1	120	0	2015-01-21T00:00:00Z	GCA_000814345.1	129	2017-03-16T00:00:00Z	1
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	6200	SAMN03263969	PRJNA270223	0.047274	40.8258	p6200-47.274kb:NZ_CP010399.1/CP010399.1	53	0	2015-01-21T00:00:00Z	GCA_000814345.1	55	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	6200	SAMN03263969	PRJNA270223	0.009327	34.2447	p6200-9.327kb:NZ_CP010400.1/CP010400.1	12	0	2015-01-21T00:00:00Z	GCA_000814345.1	13	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	CS01	SAMEA3158456	PRJEB1892	0.06372	33.4181	II:NZ_HG977523.1/HG977523.1	68	0	2015-01-01T00:00:00Z	GCA_000820665.1	88	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	CS01	SAMEA3158456	PRJEB1892	0.064165	33.3671	III:NZ_HG977524.1/HG977524.1	52	0	2015-01-01T00:00:00Z	GCA_000820665.1	88	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	CS01	SAMEA3158456	PRJEB1892	0.008174	34.5363	IV:NZ_HG977525.1/HG977525.1	8	0	2015-01-01T00:00:00Z	GCA_000820665.1	9	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	CR17	SAMEA3158506	PRJEB1893	0.063795	33.4148	II:NZ_HG977527.1/HG977527.1	72	0	2015-01-01T00:00:00Z	GCA_000820685.1	89	2017-03-16T00:00:00Z	0
Acinetobacter baumannii	Bacteria;Proteobacteria;Gammaproteobacteria	CR17	SAMEA3158506	PRJEB1893	0.064479	33.476	III:NZ_HG977528.1/HG977528.1	50	0	2015-01-01T00:00:00Z	GCA_000820685.1	83	2017-03-16T00:00:00Z	0
